Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
1988,05,11,22:41:44,21.2075,-108.7372,10,4.8,"REVILLA GIGEDO ISLANDS REGION",579393704
1988,08,19,10:43:53,17.9765,-105.3033,35.7,4.8,"OFF COAST OF JALISCO, MEXICO",587990633
1989,03,13,04:08:44,17.2297,-98.7696,73.6,4.8,"GUERRERO, MEXICO",605765324
1989,04,25,14:44:55,16.02,-99.83,10,4.8,"NEAR COAST OF GUERRERO, MEXICO",609518695
1989,04,25,16:26:44,16.4225,-99.2792,22,4.8,"NEAR COAST OF GUERRERO, MEXICO",609524804
1989,05,06,14:32:53,15.8431,-95.0927,33,4.8,"NEAR COAST OF OAXACA, MEXICO",610468373
1989,06,04,04:07:06,15.5824,-95.3884,33,4.8,"NEAR COAST OF OAXACA, MEXICO",612936426
1989,06,13,10:04:51,19.4144,-108.3852,33,4.8,"REVILLA GIGEDO ISLANDS REGION",613735491
1989,07,06,23:21:08,17.7494,-101.2694,63.9,4.8,"NEAR COAST OF GUERRERO, MEXICO",615770468
1989,08,29,12:17:51,18.0398,-105.5697,61.2,4.8,"OFF COAST OF JALISCO, MEXICO",620396271
1989,10,21,21:09:11,26.1095,-110.3719,10,4.8,"GULF OF CALIFORNIA",625007351
1989,10,22,01:51:39,25.8236,-110.313,10,4.8,"GULF OF CALIFORNIA",625024299
1989,10,28,17:01:18,16.8644,-99.7689,63.6,4.8,"NEAR COAST OF GUERRERO, MEXICO",625597278
1989,12,06,00:57:22,19.2484,-102.5939,75.6,4.8,"MICHOACAN, MEXICO",628909042
1990,01,26,02:20:18,26.1119,-110.1369,10,4.8,"GULF OF CALIFORNIA",633320418
1990,02,17,03:18:38,16.0035,-97.8603,27.8,4.8,"OAXACA, MEXICO",635224718
1990,02,17,03:21:12,16.087,-97.9425,49.7,4.8,"OAXACA, MEXICO",635224872
1990,02,17,03:42:58,16.1964,-97.8915,33,4.8,"OAXACA, MEXICO",635226178
1990,03,21,18:47:22,15.41,-94.9,10,4.8,"NEAR COAST OF OAXACA, MEXICO",638045242
1990,05,16,13:13:28,16.2432,-98.1492,29.7,4.8,"NEAR COAST OF GUERRERO, MEXICO",642863608
1990,06,11,04:52:53,27.5004,-111.222,10,4.8,"GULF OF CALIFORNIA",645079973
1991,03,06,10:44:52,16.7202,-94.5117,79.8,4.8,"OAXACA, MEXICO",668256292
1991,04,01,05:03:59,22.3695,-106.9983,10,4.8,"NEAR COAST OF CENTRAL MEXICO",670482239
1991,06,29,21:46:34,19.8373,-109.1039,10,4.8,"REVILLA GIGEDO ISLANDS REGION",678231994
1991,07,28,19:48:22,18.5249,-103.1001,69.2,4.8,"NEAR COAST OF MICHOACAN, MEXICO",680730502
1991,08,03,08:11:56,16.6729,-98.0346,54.6,4.8,"NEAR COAST OF GUERRERO, MEXICO",681207116
1991,08,23,14:59:45,16.6186,-97.8121,54.4,4.8,"OAXACA, MEXICO",682959585
1991,09,10,18:54:31,16.0616,-95.3137,48.1,4.8,"OAXACA, MEXICO",684528871
1991,09,24,22:57:22,18.5718,-100.9449,71.7,4.8,"GUERRERO, MEXICO",685753042
1991,10,01,20:50:07,15.0381,-94.772,42.3,4.8,"NEAR COAST OF OAXACA, MEXICO",686350207
1991,11,14,23:31:42,18.4628,-105.2603,45.6,4.8,"OFF COAST OF JALISCO, MEXICO",690161502
1991,11,17,06:50:57,18.4867,-101.2177,79,4.8,"GUERRERO, MEXICO",690360657
1991,11,30,11:19:07,17.7332,-104.8095,29.3,4.8,"OFF COAST OF MICHOACAN, MEXICO",691499947
1992,02,09,04:00:20,16.4419,-95.8473,52.3,4.8,"OAXACA, MEXICO",697608020
1992,04,22,11:00:27,17.1602,-96.5835,65.4,4.8,"OAXACA, MEXICO",703940427
1992,05,15,21:32:10,16.3245,-98.4665,27.5,4.8,"NEAR COAST OF GUERRERO, MEXICO",705965530
1992,05,19,10:04:21,16.001,-98.2953,25.2,4.8,"NEAR COAST OF GUERRERO, MEXICO",706269861
1992,08,23,04:32:03,16.1408,-98.0731,14.8,4.8,"NEAR COAST OF GUERRERO, MEXICO",714544323
1992,10,03,07:37:26,27.5959,-111.3821,10,4.8,"GULF OF CALIFORNIA",718097846
1992,11,02,15:42:59,16.0535,-96.6484,45.8,4.8,"OAXACA, MEXICO",720718979
1992,11,12,07:40:05,15.1238,-94.543,30,4.8,"NEAR COAST OF OAXACA, MEXICO",721554005
1992,11,30,08:33:05,23.0913,-97.9514,65.6,4.8,"CENTRAL MEXICO",723112385
1992,12,14,04:15:16,19.8579,-109.1843,10,4.8,"REVILLA GIGEDO ISLANDS REGION",724306516
1992,12,24,18:50:48,16.7972,-98.9567,21.4,4.8,"NEAR COAST OF GUERRERO, MEXICO",725223048
1993,01,06,03:42:41,14.8155,-93.8243,8.7,4.8,"NEAR COAST OF CHIAPAS, MEXICO",726291761
1993,01,20,22:39:36,16.0946,-93.9872,91.7,4.8,"CHIAPAS, MEXICO",727569576
1993,08,29,08:40:44,18.421,-100.5969,87.9,4.8,"GUERRERO, MEXICO",746613644
1993,09,14,05:33:42,13.9269,-93.1766,44.8,4.8,"OFF COAST OF CHIAPAS, MEXICO",747984822
1993,09,19,14:44:02,14.3085,-93.4445,40.8,4.8,"NEAR COAST OF CHIAPAS, MEXICO",748449842
1993,09,19,16:33:10,14.4356,-93.3719,51,4.8,"NEAR COAST OF CHIAPAS, MEXICO",748456390
1993,09,27,03:04:23,14.639,-94.423,50,4.8,"OFF COAST OF CHIAPAS, MEXICO",749099063
1993,11,06,18:05:53,13.325,-93.751,35.2,4.8,"OFF COAST OF CHIAPAS, MEXICO",752609153
1994,04,02,11:47:47,16.2024,-98.6645,26.4,4.8,"NEAR COAST OF GUERRERO, MEXICO",765287267
1994,04,20,15:39:44,17.9828,-103.5992,45.6,4.8,"NEAR COAST OF MICHOACAN, MEXICO",766856384
1994,09,20,06:14:05,16.2549,-95.356,27.2,4.8,"OAXACA, MEXICO",780041645
1994,10,28,12:57:29,15.3294,-93.6814,62.8,4.8,"NEAR COAST OF CHIAPAS, MEXICO",783349049
1994,11,11,01:55:18,14.7165,-94.7129,33,4.8,"OFF COAST OF CHIAPAS, MEXICO",784518918
1994,12,13,08:32:27,16.245,-98.4229,44.7,4.8,"NEAR COAST OF GUERRERO, MEXICO",787307547
1994,12,27,18:53:56,25.6904,-111.1219,10,4.8,"BAJA CALIFORNIA, MEXICO",788554436
1995,05,06,20:45:55,25.3422,-109.388,10,4.8,"GULF OF CALIFORNIA",799793155
1995,09,17,06:39:33,16.5137,-98.7756,45.1,4.8,"NEAR COAST OF GUERRERO, MEXICO",811319973
1996,02,25,05:34:28,15.9414,-97.8576,33,4.8,"NEAR COAST OF OAXACA, MEXICO",825226468
1996,02,25,15:04:12,15.9693,-97.93,26.6,4.8,"NEAR COAST OF OAXACA, MEXICO",825260652
1996,02,26,22:02:33,16.152,-98.0648,38,4.8,"NEAR COAST OF GUERRERO, MEXICO",825372153
1996,03,04,12:39:42,13.9322,-93.1744,38.6,4.8,"OFF COAST OF CHIAPAS, MEXICO",825943182
1996,06,25,17:29:10,24.0658,-108.8309,10,4.8,"GULF OF CALIFORNIA",835723750
1996,07,19,09:00:54,17.438,-100.1928,63,4.8,"GUERRERO, MEXICO",837766854
1996,11,29,10:08:44,18.7402,-107.0221,46.6,4.8,"OFF COAST OF JALISCO, MEXICO",849262124
1996,12,09,05:42:21,14.9199,-94.1171,37.4,4.8,"OFF COAST OF CHIAPAS, MEXICO",850110141
1996,12,10,20:31:51,16.1664,-96.7277,49.9,4.8,"OAXACA, MEXICO",850249911
1997,01,21,13:52:46,15.5965,-97.4091,71.6,4.8,"NEAR COAST OF OAXACA, MEXICO",853854766
1997,05,30,22:18:05,16.1243,-97.9557,25,4.8,"OAXACA, MEXICO",865030685
1997,06,25,13:00:47,24.0311,-111.4667,10,4.8,"BAJA CALIFORNIA, MEXICO",867243647
1997,07,22,17:43:39,16.0224,-98.1836,21.7,4.8,"NEAR COAST OF GUERRERO, MEXICO",869593419
1997,09,15,15:40:30,16.3603,-98.5174,33,4.8,"NEAR COAST OF GUERRERO, MEXICO",874338030
1997,10,30,07:11:52,14.22,-94.0414,22.4,4.8,"OFF COAST OF CHIAPAS, MEXICO",878195512
1998,02,25,17:09:35,17.3704,-100.91,52.5,4.8,"GUERRERO, MEXICO",888426575
1998,04,09,05:34:00,14.4912,-96.3821,33.5,4.8,"OFF COAST OF OAXACA, MEXICO",892100040
1998,05,06,01:46:19,15.5649,-94.5982,38.4,4.8,"NEAR COAST OF OAXACA, MEXICO",894419179
1998,05,09,17:03:10,17.4441,-101.349,18.1,4.8,"NEAR COAST OF GUERRERO, MEXICO",894733390
1998,06,09,02:09:45,16.0285,-93.7536,81.9,4.8,"CHIAPAS, MEXICO",897358185
1998,06,22,07:56:08,16.4127,-98.888,46.4,4.8,"NEAR COAST OF GUERRERO, MEXICO",898502168
1998,11,05,14:41:01,23.8522,-108.6663,10,4.8,"GULF OF CALIFORNIA",910276861
1999,01,29,06:28:07,15.515,-94.608,53.9,4.8,"NEAR COAST OF OAXACA, MEXICO",917591287
1999,01,31,03:38:44,15.339,-94.714,51.1,4.8,"NEAR COAST OF OAXACA, MEXICO",917753924
1999,02,17,19:25:31,15.893,-96.249,25,4.8,"NEAR COAST OF OAXACA, MEXICO",919279531
1999,04,01,23:25:14,15.808,-97.414,13,4.8,"NEAR COAST OF OAXACA, MEXICO",923009114
1999,06,03,00:02:32,15.35,-95.578,27,4.8,"NEAR COAST OF OAXACA, MEXICO",928368152
1999,07,05,23:31:38,17.907,-101.575,39.8,4.8,"NEAR COAST OF GUERRERO, MEXICO",931217498
1999,07,12,02:48:42,16.367,-98.359,33.3,4.8,"NEAR COAST OF GUERRERO, MEXICO",931747722
1999,10,15,07:05:29,18.436,-107.13,33,4.8,"OFF COAST OF JALISCO, MEXICO",939971129
1999,12,14,07:12:15,18.123,-98.573,66.2,4.8,"CENTRAL MEXICO",945155535
2000,01,10,02:26:56,16.132,-94.632,66.7,4.8,"OAXACA, MEXICO",947471216
2000,03,18,00:50:56,17.168,-99.229,44.8,4.8,"GUERRERO, MEXICO",953340656
2000,03,21,18:28:14,16.746,-98.767,45.4,4.8,"NEAR COAST OF GUERRERO, MEXICO",953663294
2000,05,14,09:00:21,18.036,-102.883,50.1,4.8,"MICHOACAN, MEXICO",958294821
2000,08,09,13:02:23,18.005,-102.54,34.8,4.8,"MICHOACAN, MEXICO",965826143
2000,08,30,16:31:12,15.943,-97.042,21.5,4.8,"NEAR COAST OF OAXACA, MEXICO",967653072
2001,06,29,11:29:22,17.827,-105.898,10,4.8,"OFF COAST OF JALISCO, MEXICO",993814162
2001,09,13,20:08:06,17.83,-102.363,34.5,4.8,"NEAR COAST OF MICHOACAN, MEXICO",1000411686
2001,11,13,10:16:52,22.432,-106.826,20.5,4.8,"NEAR COAST OF CENTRAL MEXICO",1005646612
2001,12,17,21:56:34,16.705,-94.658,99.3,4.8,"OAXACA, MEXICO",1008626194
2002,01,03,02:29:17,20.31,-109.141,10,4.8,"REVILLA GIGEDO ISLANDS REGION",1010024957
2002,02,26,11:54:29,16.585,-94.091,114,4.8,"OAXACA, MEXICO",1014724469
2002,10,24,00:32:24,15.5002,-95.9136,27.8,4.8,"NEAR COAST OF OAXACA, MEXICO",1035419544
2002,10,27,21:08:49,17.0353,-101.4904,10.8,4.8,"NEAR COAST OF GUERRERO, MEXICO",1035752929
2002,11,06,16:02:31,16.0109,-99.0362,15,4.8,"NEAR COAST OF GUERRERO, MEXICO",1036598551
2002,12,29,07:31:44,17.7009,-95.0694,121.9,4.8,"OAXACA, MEXICO",1041147104
2003,03,12,23:46:43,27.478,-110.4684,10,4.8,"GULF OF CALIFORNIA",1047512803
2003,03,22,17:55:40,26.3086,-110.6381,10,4.8,"GULF OF CALIFORNIA",1048355740
2003,11,09,17:40:16,14.3218,-93.5062,38.3,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1068399616
2004,01,04,05:01:33,16.7799,-99.5752,13.1,4.8,"NEAR COAST OF GUERRERO, MEXICO",1073192493
2004,03,03,09:21:27,15.702,-97.2504,5.1,4.8,"NEAR COAST OF OAXACA, MEXICO",1078305687
2004,04,19,11:30:18,15.2996,-104.0979,13,4.8,"OFF COAST OF MICHOACAN, MEXICO",1082374218
2004,05,25,22:46:34,14.8875,-94.1247,36.4,4.8,"OFF COAST OF CHIAPAS, MEXICO",1085525194
2004,08,05,09:08:44,14.4894,-93.2096,27.9,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1091696924
2004,11,02,06:00:05,16.6954,-95.7732,69.7,4.8,"OAXACA, MEXICO",1099375205
2004,12,29,17:29:29,19.7128,-105.798,33,4.8,"NEAR COAST OF JALISCO, MEXICO",1104341369
2005,11,06,12:07:11,15.5181,-96.3748,24.6,4.8,"NEAR COAST OF OAXACA, MEXICO",1131278831
2005,12,05,17:27:36,16.2906,-98.7221,24.5,4.8,"NEAR COAST OF GUERRERO, MEXICO",1133803656
2005,12,19,01:34:18,21.005,-108.8372,34.9,4.8,"REVILLA GIGEDO ISLANDS REGION",1134956058
2006,05,11,11:02:50,23.9984,-108.6573,10,4.8,"GULF OF CALIFORNIA",1147345370
2006,06,05,02:36:03,19.5371,-108.7149,10,4.8,"REVILLA GIGEDO ISLANDS REGION",1149474963
2006,10,19,08:52:41,15.6149,-95.6639,9.3,4.8,"NEAR COAST OF OAXACA, MEXICO",1161247961
2006,11,10,06:33:08,15.8576,-97.1737,1.1,4.8,"NEAR COAST OF OAXACA, MEXICO",1163140388
2007,01,21,13:53:08,21.3548,-106.2106,10,4.8,"OFF COAST OF CENTRAL MEXICO",1169387588
2007,01,29,12:37:06,15.3879,-94.6466,15,4.8,"NEAR COAST OF OAXACA, MEXICO",1170074226
2007,04,21,23:21:47,14.784,-93.185,108,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1177197707
2007,08,08,17:40:07,15.1022,-94.9124,35,4.8,"NEAR COAST OF OAXACA, MEXICO",1186594807
2008,11,15,09:02:46,25.6445,-110.278,21.3,4.8,"GULF OF CALIFORNIA",1226739766
2009,02,18,05:41:33,16.842,-94.6784,107,4.8,"OAXACA, MEXICO",1234935693
2009,07,15,16:20:19,18.5183,-103.2201,49.6,4.8,"NEAR COAST OF MICHOACAN, MEXICO",1247674819
2009,12,21,08:53:13,28.8455,-112.847,23.2,4.8,"GULF OF CALIFORNIA",1261385593
2009,12,25,22:55:43,19.1463,-105.0176,55.3,4.8,"NEAR COAST OF JALISCO, MEXICO",1261781743
2010,03,04,19:23:21,14.7583,-94.0313,29,4.8,"OFF COAST OF CHIAPAS, MEXICO",1267730601
2010,04,04,12:14:59,14.8235,-94.2965,38.3,4.8,"OFF COAST OF CHIAPAS, MEXICO",1270383299
2010,04,17,18:26:36,27.8015,-111.4086,0,4.8,"GULF OF CALIFORNIA",1271528796
2010,05,26,19:39:28,25.531,-109.8856,10,4.8,"GULF OF CALIFORNIA",1274902768
2010,10,21,15:38:01,24.6559,-109.2661,10,4.8,"GULF OF CALIFORNIA",1287675481
2011,03,24,17:25:31,25.3369,-109.9468,7.1,4.8,"GULF OF CALIFORNIA",1300987531
2011,06,10,13:13:23,16.2971,-98.4673,2.3,4.8,"NEAR COAST OF GUERRERO, MEXICO",1307711603
2011,06,18,22:54:42,16.9396,-99.5567,23.4,4.8,"NEAR COAST OF GUERRERO, MEXICO",1308437682
2011,10,20,12:24:42,28.8481,-98.1485,14.2,4.8,"SOUTHERN TEXAS",1319113482
2011,12,16,13:02:23,16.2245,-98.1871,22.8,4.8,"NEAR COAST OF GUERRERO, MEXICO",1324040543
2012,02,05,17:01:09,18.3921,-101.4248,62.9,4.8,"GUERRERO, MEXICO",1328461269
2012,03,20,19:34:08,16.2282,-98.3254,18.2,4.8,"NEAR COAST OF GUERRERO, MEXICO",1332272048
2012,03,20,20:45:29,16.389,-98.452,6.9,4.8,"NEAR COAST OF GUERRERO, MEXICO",1332276329
2012,03,22,20:42:02,16.2776,-98.3894,4.7,4.8,"NEAR COAST OF GUERRERO, MEXICO",1332448922
2012,03,22,22:14:45,16.3892,-98.4221,18.3,4.8,"NEAR COAST OF GUERRERO, MEXICO",1332454485
2012,03,23,17:13:55,15.8992,-98.1305,6,4.8,"OFF COAST OF GUERRERO, MEXICO",1332522835
2012,03,30,14:38:55,17.545,-94.5833,160.8,4.8,"CHIAPAS, MEXICO",1333118335
2012,04,02,18:17:27,16.4662,-98.4633,1.3,4.8,"NEAR COAST OF GUERRERO, MEXICO",1333390647
2012,04,03,05:35:16,16.4969,-98.5214,2.8,4.8,"NEAR COAST OF GUERRERO, MEXICO",1333431316
2012,05,02,06:41:01,22.0049,-108.5238,10,4.8,"OFF COAST OF CENTRAL MEXICO",1335940861
2012,06,12,13:13:11,15.4377,-93.1945,94.8,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1339506791
2012,08,18,12:38:33,15.4353,-94.6738,32.3,4.8,"NEAR COAST OF OAXACA, MEXICO",1345293513
2012,10,06,08:35:40,19.6128,-108.9737,26,4.8,"REVILLA GIGEDO ISLANDS REGION",1349512540
2012,10,13,20:41:26,25.3106,-113.084,10,4.8,"OFF W. COAST OF BAJA CALIFORNIA",1350160886
2012,10,26,08:42:42,18.2951,-103.583,20.3,4.8,"NEAR COAST OF MICHOACAN, MEXICO",1351240962
2012,11,04,09:53:09,24.5987,-110.104,15,4.8,"BAJA CALIFORNIA, MEXICO",1352022789
2012,11,21,00:30:48,16.1687,-98.5651,11.7,4.8,"NEAR COAST OF GUERRERO, MEXICO",1353457848
2012,12,27,13:05:02,24.246,-109.2361,10,4.8,"GULF OF CALIFORNIA",1356613502
2013,01,18,15:31:39,15.7813,-96.8718,13,4.8,"NEAR COAST OF OAXACA, MEXICO",1358523099
2013,03,12,03:46:30,15.9326,-93.9454,80.9,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1363059990
2013,07,04,16:10:35,16.0359,-94.0152,98.6,4.8,"OAXACA, MEXICO",1372954235
2013,08,14,07:57:59,15.2149,-94.7919,22,4.8,"NEAR COAST OF OAXACA, MEXICO",1376467079
2013,08,19,10:02:35,15.7104,-93.811,93.2,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1376906555
2013,09,09,04:43:36,16.45,-98.2494,32.6,4.8,"NEAR COAST OF GUERRERO, MEXICO",1378701816
2013,09,15,09:23:41,27.7978,-105.7153,10,4.8,"NORTHERN MEXICO",1379237021
2013,10,04,11:19:01,27.8013,-105.6787,10,4.8,"NORTHERN MEXICO",1380885541
2013,10,22,13:47:49,15.7246,-93.3753,98.1,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1382449669
2014,01,02,23:53:56,16.0983,-97.9316,18.1,4.8,"OAXACA, MEXICO",1388706836
2014,01,03,03:06:27,18.0843,-105.8543,29,4.8,"OFF COAST OF JALISCO, MEXICO",1388718387
2014,03,03,06:10:06,14.2007,-93.1612,12.7,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1393827006
2014,03,13,01:21:02,16.1108,-98.5965,5.2,4.8,"NEAR COAST OF GUERRERO, MEXICO",1394673662
2014,03,22,19:49:11,21.1759,-106.1958,10,4.8,"OFF COAST OF CENTRAL MEXICO",1395517751
2014,03,25,09:24:04,19.6648,-109.4275,10,4.8,"REVILLA GIGEDO ISLANDS REGION",1395739444
2014,04,20,12:40:32,17.5533,-101.2321,9.9,4.8,"NEAR COAST OF GUERRERO, MEXICO",1397997632
2014,04,28,08:55:26,14.5678,-93.1103,16.4,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1398675326
2014,05,20,21:19:05,17.5435,-94.6648,153.6,4.8,"CHIAPAS, MEXICO",1400620745
2014,07,22,21:56:13,16.7969,-100.2053,17.8,4.8,"NEAR COAST OF GUERRERO, MEXICO",1406066173
2014,08,11,01:09:37,16.1785,-98.2355,0,4.8,"NEAR COAST OF GUERRERO, MEXICO",1407719377
2014,08,28,22:32:20,13.12,-94,15,4.8,"OFF COAST OF CHIAPAS, MEXICO",1409265140
2014,10,11,07:42:16,14.8222,-94.2942,10,4.8,"OFF COAST OF CHIAPAS, MEXICO",1413013336
2014,11,17,07:28:21,18.627,-106.2914,27,4.8,"OFF COAST OF JALISCO, MEXICO",1416209301
2014,11,18,15:29:41,18.6491,-105.9595,35,4.8,"OFF COAST OF JALISCO, MEXICO",1416324581
2014,12,07,22:22:41,12.778,-93.573,26.9,4.8,"OFF COAST OF CHIAPAS, MEXICO",1417990961
2015,04,05,06:55:01,16.191,-98.5938,8.6,4.8,"NEAR COAST OF GUERRERO, MEXICO",1428216901
2015,06,25,10:31:50,16.5668,-98.032,24.7,4.8,"NEAR COAST OF GUERRERO, MEXICO",1435228310
2015,07,13,09:37:28,16.0953,-98.1701,16,4.8,"NEAR COAST OF GUERRERO, MEXICO",1436780248
2015,11,06,19:54:49,15.6233,-95.0999,30.4,4.8,"NEAR COAST OF OAXACA, MEXICO",1446839689
2015,12,11,14:49:26,18.12,-102.6035,35.6,4.8,"MICHOACAN, MEXICO",1449845366
2016,02,16,12:01:42,15.5705,-104.8367,56.8,4.8,"OFF COAST OF MICHOACAN, MEXICO",1455624102
2016,04,25,09:13:59,14.3791,-93.1646,10,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1461575639
2016,07,19,20:01:57,16.0568,-96.7526,26.6,4.8,"OAXACA, MEXICO",1468958517
2016,07,26,01:22:34,15.9206,-98.0495,9.7,4.8,"OFF COAST OF GUERRERO, MEXICO",1469496154
2016,10,18,13:08:26,16.6885,-99.8129,24.8,4.8,"NEAR COAST OF GUERRERO, MEXICO",1476796106
2016,11,07,03:50:18,15.8717,-93.9456,92.8,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1478490618
2017,02,02,00:52:08,17.3755,-101.0742,10,4.8,"NEAR COAST OF GUERRERO, MEXICO",1485996728
2017,02,13,07:29:34,17.3413,-99.5929,56.7,4.8,"GUERRERO, MEXICO",1486970974
2017,02,23,09:47:55,16.1889,-95.4139,75,4.8,"OAXACA, MEXICO",1487843275
2017,03,18,10:37:44,17.0157,-95.3173,99.2,4.8,"OAXACA, MEXICO",1489833464
2017,03,20,22:41:12,14.852,-94.222,23.2,4.8,"OFF COAST OF CHIAPAS, MEXICO",1490049672
2017,09,08,05:13:45,15.4565,-93.8789,61,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1504847625
2017,09,08,05:20:59,15.9617,-94.6096,41.5,4.8,"NEAR COAST OF OAXACA, MEXICO",1504848059
2017,09,08,11:43:12,16.0581,-94.5788,67.6,4.8,"OAXACA, MEXICO",1504870992
2017,09,08,16:14:27,15.2659,-94.834,31.9,4.8,"NEAR COAST OF OAXACA, MEXICO",1504887267
2017,09,08,17:01:41,15.1628,-94.3813,10,4.8,"NEAR COAST OF OAXACA, MEXICO",1504890101
2017,09,08,21:31:27,15.4318,-94.3905,56.4,4.8,"NEAR COAST OF OAXACA, MEXICO",1504906287
2017,09,08,22:28:43,15.3302,-93.8865,30.1,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1504909723
2017,09,09,13:21:59,15.2555,-94.118,36.2,4.8,"NEAR COAST OF OAXACA, MEXICO",1504963319
2017,09,09,15:29:06,15.0866,-94.5822,46.8,4.8,"NEAR COAST OF OAXACA, MEXICO",1504970946
2017,09,09,20:26:14,15.4862,-94.8055,41.2,4.8,"NEAR COAST OF OAXACA, MEXICO",1504988774
2017,09,12,01:00:17,15.0853,-94.2744,44.4,4.8,"NEAR COAST OF OAXACA, MEXICO",1505178017
2017,09,21,11:44:29,15.7805,-93.2903,100.1,4.8,"NEAR COAST OF CHIAPAS, MEXICO",1505994269
2017,09,23,13:24:12,16.7308,-94.9123,10,4.8,"OAXACA, MEXICO",1506173052
2017,09,30,18:15:51,16.2598,-94.7087,63.2,4.8,"OAXACA, MEXICO",1506795351
2017,10,04,07:34:13,15.081,-94.0265,39.5,4.8,"NEAR COAST OF OAXACA, MEXICO",1507102453
2017,10,12,00:44:15,16.3084,-97.8875,24.2,4.8,"OAXACA, MEXICO",1507769055
2017,10,31,12:07:35,16.1756,-98.9585,10,4.8,"NEAR COAST OF GUERRERO, MEXICO",1509451655
2017,11,02,10:52:27,18.7576,-106.641,39,4.8,"OFF COAST OF JALISCO, MEXICO",1509619947
2017,11,16,12:55:04,15.7263,-94.3583,74.1,4.8,"NEAR COAST OF OAXACA, MEXICO",1510836904
2017,11,18,19:17:32,15.8896,-94.8856,50,4.8,"NEAR COAST OF OAXACA, MEXICO",1511032652
2017,12,12,08:53:22,15.2862,-94.1506,55.5,4.8,"NEAR COAST OF OAXACA, MEXICO",1513068802
2017,12,12,15:34:24,17.6836,-95.1436,110.3,4.8,"OAXACA, MEXICO",1513092864
2017,12,25,20:23:08,16.9672,-99.8209,26.8,4.8,"NEAR COAST OF GUERRERO, MEXICO",1514233388
2018,02,20,06:28:46,15.6315,-94.7292,51.4,4.8,"NEAR COAST OF OAXACA, MEXICO",1519108126
2018,02,23,05:43:39,16.0084,-97.8646,12.7,4.8,"OAXACA, MEXICO",1519364619
2018,03,06,20:41:25,15.5865,-94.1333,60.2,4.8,"NEAR COAST OF OAXACA, MEXICO",1520368885
2018,04,19,10:06:22,17.3018,-95.1249,112.1,4.8,"OAXACA, MEXICO",1524132382
2018,09,12,02:35:26,14.8462,-94.0518,24,4.8,"OFF COAST OF CHIAPAS, MEXICO",1536719726
2019,02,18,03:22:23,18.9198,-104.3449,35,4.8,"NEAR COAST OF JALISCO, MEXICO",1550460143
2019,08,02,08:34:59,18.0267,-95.3284,57.5,4.8,"VERACRUZ, MEXICO",1564734899
2022,09,15,22:31:29,14.9375,-93.3382,35,4.7,"NEAR COAST OF CHIAPAS, MEXICO",1663281089
2022,08,06,03:15:08,24.6633,-109.1732,10,4.7,"GULF OF CALIFORNIA",1659755708
2022,08,06,16:08:22,27.6434,-111.6382,10,4.7,"GULF OF CALIFORNIA",1659802102
2022,07,18,13:22:49,15.8763,-96.5404,35,4.7,"NEAR COAST OF OAXACA, MEXICO",1658150569
2022,06,02,21:06:03,17.3067,-99.5934,59.4,4.7,"GUERRERO, MEXICO",1654203963
2022,06,04,01:39:00,25.2014,-109.8333,10,4.7,"GULF OF CALIFORNIA",1654306740
2022,03,22,18:01:02,14.2658,-93.7936,14.1,4.7,"NEAR COAST OF CHIAPAS, MEXICO",1647972062
2022,01,09,00:11:22,24.7185,-109.0818,10,4.7,"GULF OF CALIFORNIA",1641687082
2021,12,08,07:35:47,14.7359,-93.7184,35,4.7,"NEAR COAST OF CHIAPAS, MEXICO",1638948947
2021,09,08,02:58:19,17.0712,-99.8388,10,4.7,"GUERRERO, MEXICO",1631069899
2021,08,09,09:03:20,17.3018,-99.8797,57.2,4.7,"GUERRERO, MEXICO",1628499800
2021,04,11,16:20:12,18.7464,-102.9347,75.9,4.7,"MICHOACAN, MEXICO",1618158012
2021,01,20,14:59:44,26.5481,-110.9542,10,4.7,"GULF OF CALIFORNIA",1611154784
2020,12,26,18:54:28,14.889,-93.8782,41.7,4.7,"NEAR COAST OF CHIAPAS, MEXICO",1609008868
2020,11,20,08:43:54,16.247,-94.345,85.5,4.7,"OAXACA, MEXICO",1605861834
2020,10,24,10:11:09,25.9108,-110.3777,10,4.7,"GULF OF CALIFORNIA",1603534269
2020,08,18,20:51:24,19.3842,-108.4834,10,4.7,"REVILLA GIGEDO ISLANDS REGION",1597783884
2020,07,12,15:09:36,17.6893,-105.4362,10,4.7,"OFF COAST OF JALISCO, MEXICO",1594566576
2020,06,20,11:59:46,18.0251,-106.0454,10,4.7,"OFF COAST OF JALISCO, MEXICO",1592654386
